codigo,descripcion,valor_en_inventario,moneda
23245,ANAQUEL METALICO EN COLOR CREMA,176.0,PESOS
23246,TELEFONO MCA. NEC,3288.04,PESOS
23247,"COMPUTADORA MCA. LENOVO MOD. M58
MONITOR Y CPU",13120.54,PESOS
23248,TELEFONO MULTIFUNCIONAL SHAPR MOD. UX177A,2415.0,PESOS
23249,ENGARGOLADORA,4461.36,PESOS
23250,COMPUTADORA MCA. DELL MOD. OPTIPLEX 7040,22080.6,PESOS
23251,CPU MCA. DELL MOD. OPTIPLEX 755,10205.51,PESOS
23252,CPU MCA. LENOVO MOD. M82,11716.0,PESOS
23253,CREDENZA  METALICA,8376.0,PESOS
23254,POSTE UNIFILA,1330.21,PESOS
23255,POSTE UNIFILA,1330.21,PESOS
23256,POSTE UNIFILA,1820.21,PESOS
23257,POSTE UNIFILA,1820.21,PESOS
23258,POSTE UNIFILA,1820.21,PESOS
23259,POSTE UNIFILA,1820.21,PESOS
23260,POSTE UNIFILA,1820.21,PESOS
23261,POSTE UNIFILA,1820.21,PESOS
23262,POSTE UNIFILA,1820.21,PESOS
23263,POSTE UNIFILA,1820.21,PESOS
23264,POSTE UNIFILA,1820.21,PESOS
23265,POSTE UNIFILA,1820.21,PESOS
23266,POSTE UNIFILA,1820.21,PESOS
23267,POSTE UNIFILA,1820.21,PESOS
23268,POSTE UNIFILA,1820.21,PESOS
23269,POSTE UNIFILA,1820.21,PESOS
23270,POSTE UNIFILA,1820.21,PESOS
23271,POSTE UNIFILA,1820.21,PESOS
23272,POSTE UNIFILA,1820.21,PESOS
23273,POSTE UNIFILA,1820.21,PESOS
23274,POSTE UNIFILA,1820.21,PESOS
23275,POSTE UNIFILA,1820.21,PESOS
23276,POSTE UNIFILA,1820.21,PESOS
23277,POSTE UNIFILA,1820.21,PESOS
23278,POSTE UNIFILA,1820.21,PESOS
23279,POSTE UNIFILA,1820.21,PESOS
23280,POSTE UNIFILA,1820.21,PESOS
23281,POSTE UNIFILA,1820.21,PESOS
23282,POSTE UNIFILA,1820.21,PESOS
23283,POSTE UNIFILA,1820.21,PESOS
23284,POSTE UNIFILA,1820.21,PESOS
23285,POSTE UNIFILA,1820.21,PESOS
23286,POSTE UNIFILA,1820.21,PESOS
23287,POSTE UNIFILA,1820.21,PESOS
23288,POSTE UNIFILA,7644.21,PESOS
23289,POSTE UNIFILA,7644.21,PESOS
23290,POSTE UNIFILA,7644.21,PESOS
23291,POSTE UNIFILA,7644.21,PESOS
23292,POSTE UNIFILA,3000.0,PESOS
23293,SILLON FIJO TAPIZADO EN TELA VERDE,1127.0,PESOS
23294,CAMARA VERTICAL DE NEGATIVOS,8000.0,PESOS
23295,HOSTSTAMPING DIRECTO A PLACA NEUMATICA Y ELECTRICA,134550.0,PESOS
23296,SILLA TIPO TRINEO,1500.0,PESOS
23297,SILLA METALICA CON PALETA,212.75,PESOS
23298,SILLA FIJA,1500.0,PESOS
23299,SILLA FIJA,1500.0,PESOS
23300,SILLA FIJA,1500.0,PESOS
23301,SILLA FIJA TAPIZADA EN TELA COLOR AZUL,1500.0,PESOS
23302,MESA BIPERSONAL,1200.0,PESOS
23303,SILLA GIRATORIA TAPIZADA EN TELA NEGRA,1500.0,PESOS
23304,ENFRIADOR Y REFRIGERADOR MCA GENERAL ELECTRIC,1866.94,PESOS
23305,SILLA FIJA TAPIZADA EN TELA COLOR AZUL,1500.0,PESOS
23306,SILLA FIJA TAPIZADA EN TELA COLOR AZUL,1500.0,PESOS
23307,ESCRITORIO DE MADERA,1515.0,PESOS
23308,ESCRITORIO DE MADERA DE DOS CAJONES,4588.5,PESOS
23309,TELEFONO MCA ALCATEL,3288.0,PESOS
23310,VENTILADOR MCA BIRTMAN,1554.46,PESOS
23311,CPU MCA DELL,5022.0,PESOS
23312,MONITOR Y CPU  MCA. DELL MOD. OPTIPLEX GX520,5193.74,PESOS
23313,CPU Y MONITOR  MCA. DELL MOD. OPTIPLEX GX520,15581.21,PESOS
23314,MONITOR Y CPU MCA. DELL MOD. OPTIPLEX GX520,10387.47,PESOS
23315,CPU MCA. DELL,5022.0,PESOS
23316,MONITOR MCA. DELL,5728.0,PESOS
23317,MESA BIPERSONAL,1200.0,PESOS
23318,MESA BIPERSONAL,1200.0,PESOS
23319,MESA BIPERSONAL,1200.0,PESOS
23320,SILLA GIRATORIA CON BRAZOS TAPIZADA EN TELA COLOR VINO,1500.0,PESOS
23321,SILLA FIJA TIPO TRINEO EN TELA AZUL,1500.0,PESOS
23322,LIBRERO DE MADERA 5 REPIZAS,1523.75,PESOS
23323,LIBRERO COLGANTE,592.25,PESOS
23324,COMPUTADORA MCA. LENOVO MOD. M82,11716.0,PESOS
23325,NO BREAK MCA. CHICAGO MOD. DIGITAL POWER,1100.84,PESOS
23326,ESCRITORIO DE MADERA,3335.0,PESOS
23327,ARCHIVERO AMBIDIESTRO,1667.5,PESOS
23328,LIBRERO DE MADERA,2156.25,PESOS
23329,ARCHIVERO AMBIDIESTRO,1667.5,PESOS
23330,SILLA ANALISTA CON BRAZOS TAPIZADA EN TELA AZUL,631.0,PESOS
23331,SILLA GIRATORIA TELA AZUL REY,1794.0,PESOS
23332,MODULO PARA COMPUTADORA,1330.21,PESOS
23333,SILLA ANALISTA CON BRAZOS TAPIZADA EN TELA AZUL,631.0,PESOS
23334,SILLA ANALISTA CON BRAZOS TAPIZADA EN TELA AZUL,631.0,PESOS
23335,PORTA CPU,2856.26,PESOS
23336,EQUIPO DE COMPUTO MCA. DELL MOD. GX520,13314.39,PESOS
23337,IMPRESORA MCA. HP LASER JET 2200D,8508.85,PESOS
23338,ESCRITORIO DE MADERA,3335.0,PESOS
23339,LIBRERO COLGANTE,592.25,PESOS
23340,SILLON EN PIEL Y CLAVILLO DORADO,1551.21,PESOS
23341,SILLON EN PIEL Y CLAVILLO DORADO,1551.21,PESOS
23342,SILLON EN PIEL Y CLAVILLO DORADO,1551.21,PESOS
23343,MODULO PARA COMPUTADORA,1825.86,PESOS
23344,PIZARRON BLANCO,5586.0,PESOS
23345,MONITOR LENOVO,8000.0,PESOS
23346,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,3788.56,PESOS
23347,CPU MCA. LENOVO,13120.54,PESOS
23348,ESCRITORIO DE MADERA EN ESCUADRA CON CAJONERA,2162.0,PESOS
23349,ESCRITORIO METALICO,6761.0,PESOS
23350,ESCRITORIO DE MADERA EN ESCUADRA CON CAJONERA,7268.0,PESOS
23351,SILLA SECRETARIAL GIRATORIA TAPIZADA EN TELA AZUL,0.0,PESOS
23352,SILLA SECRETARIAL TAPIZADA EN TELA COLOR AZUL REY,1794.0,PESOS
23353,SILLA SECRETARIAL CON BRAZOS TAPIZADA EN TELA AZUL,631.0,PESOS
23354,SILLA GIRATORIA CON BRAZOS EN TELA AZUL,1500.0,PESOS
23355,ENFRIADOR DE AGUA MCA. PURESA,3480.0,PESOS
23356,SILLA FIJA TAPIZADA EN TELA AZUL,1500.0,PESOS
23357,SILLA DE MOSTRADOR GIRATORIA,394.7,PESOS
23358,ENFRIADOR DE AGUA MCA. OASIS MOD. BPI 1SHS,3049.46,PESOS
23359,SILLA TIPO CAJERO,450.0,PESOS
23360,LOCKER METALICO CON DOS COMPARTIMIENTOS,1778.21,PESOS
23361,LOCKER METALICO,4726.0,PESOS
23362,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23363,LOCKER METALICO 2 COMPARTIMIENTOS,2181.21,PESOS
23364,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23365,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23366,LOCKER METALICO DOS COMPARTIMIENTOS,1778.21,PESOS
23367,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23368,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23369,LOCKER METALICO 2 COMPARTIMIENTOS,2181.21,PESOS
23370,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23371,LOCKER METALICO 2 COMPARTIMIENTOS,2181.21,PESOS
23372,LOCKER METALICO 2 COMPARTIMIENTOS,1674.21,PESOS
23373,CAMARA DIGITAL MCA. SONY MOD. DSC-S80,3845.6,PESOS
23374,SILLA ANALISTA OPERATIVA DE RESPALDO MEDIO TAPIZADO EN MALLA,2784.0,PESOS
23375,SILLA DE PLASTICO AZUL SIN PALETA,1546.21,PESOS
23376,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
23377,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
23378,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
23379,SILLA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
23380,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23381,SILLA FIJA DE PLASTICO AZUL SIN PALETA,246.1,PESOS
23382,SILLA DE PALETA COLOR AZUL REY,926.84,PESOS
23383,SILLA FIJA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
23384,SILLA PARA MESA BINARIA EN PLASTICO AZUL,246.1,PESOS
23385,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23386,SILLA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
23387,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
23388,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23389,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
23390,PIZARRON PARA PLUMON,3000.0,PESOS
23391,MESA DE TRABAJO,2600.0,PESOS
23392,MESA DE TRABAJO DE METAL,5438.23,PESOS
23393,MESA DE TRABAJO DE METAL,2250.0,PESOS
23394,SILLA SECRETARIAL TELA AZUL,1500.0,PESOS
23395,MESA DE TRABAJO DE METAL,5438.23,PESOS
23396,RODABANCO METALICO,3738.0,PESOS
23397,MESA BINARIA,434.0,PESOS
23398,MESA BINARIA,545.45,PESOS
23399,MESA BINARIA,545.45,PESOS
23400,MESA BINARIA,572.0,PESOS
23401,CPU MCA. DELL,7790.6,PESOS
23402,CPU LENOVO,15544.0,PESOS
23403,SILLA FIJA  APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23404,LIBRERO DE MADERA 12 ENTREPAÃOS,2963.21,PESOS
23405,MESA BINARIA,672.75,PESOS
23406,MESA BINARIA,672.75,PESOS
23407,SILLA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
23408,SILLA FIJA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23409,PROYECTOR MCA SONY,10800.0,PESOS
23410,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,571.0,PESOS
23411,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
23412,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23413,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23414,SILLA APILABLE TAPIZADA EN TELA NEGRA,258.75,PESOS
23415,SILLA METALICA APILABLE  TAPIZADA EN VINIL VERDE,1500.0,PESOS
23416,SILLA FIJA DE METAL,350.0,PESOS
23417,SILLA FIJA DE METAL,350.0,PESOS
23418,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23419,SILLA METALICA TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23420,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
23421,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
23422,SILLA FIJA  METALICA TAPIZADA EN VINIL CAFE,1500.0,PESOS
23423,SILLA FIJA TAPIZADA EN TELA NEGRA CROMADA,1500.0,PESOS
23424,SILLA APILABLE TAPIZADA EN TELA NEGRA,258.75,PESOS
23425,SILLA METALICA APILABLE  TAPIZADA EN VINIL CAFE,1500.0,PESOS
23426,SILLA APILABLE TAPIZADA EN VINIL CAFE,1500.0,PESOS
23427,SILLA METALICA APILABLE  TAPIZADA EN VINIL  CAFE,1500.0,PESOS
23428,SILLA APILABLE TAPIZADA EN VINIL CAFE,1500.0,PESOS
23429,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23430,SILLA METALICA APILABLE  TAPIZADA EN VINIL CAFE,1500.0,PESOS
23431,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23432,SILLA TRIPLAY APILABLE,1500.0,PESOS
23433,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23434,SILLA APILABLE TAPIZADA EN VINIL NEGRO,1500.0,PESOS
23435,SILLA FIJA,212.75,PESOS
23436,PIZZARON DE PLUMIN,1768.21,PESOS
23437,MESA BIPERSONAL,2771.81,PESOS
23438,MESA  BIPERSONAL,1589.2,PESOS
23439,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,343.85,PESOS
23440,MESA DE TRABAJO DE METAL,2500.0,PESOS
23441,"MESA BINARIA 120X40X75CM CUB TRIPLAY C/FORMAICA PATAS EN TUBULAR CUADRADO DE 1 1/4""",661.55,PESOS
23442,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
23443,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
23444,SILLA PARA MESA BINARIA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
23445,"TV LED SAMSUNG 75"". SUMINISTRO, ENTREGA, INSTALACIÃN, CONFIGURACIÃN, PUESTA A PUNTO Y TRASFERENCIA DEL CONOCIMIENTO, DE UNA SOLUCIÃN INTEGRAL DE APOYO PARA LA EDUCACIÃN A TRAVÃS DE SISTEMAS CONVERGENTES DE TECNOLOGÃA DIGITAL QUE PERMITE LA INTERACCIÃN ENTRE ALUMNOS  MEDIOS AUDIOVISUALES Y CONTENIDOS, BASADOS EN CONECTIVIDAD ALÃMBRICA E INALÃMBRICA, CON ACCESOS A INTERNET, BASES DE DATOS E INFORMACIÃN Y APLICAIONES PEDAGÃGICAS, PERMITE LA CONEXIÃN DE DISPOSITIVOS MÃVILES PARA LA PARTICIPACIÃN EN FORO Y GRUPOS DE INTERÃS",80628.12,PESOS
23446,ESCRITORIO METALICO 2 CAJONES,6761.0,PESOS
23447,SILLON CON BRAZOS GIRATORIO TAPIZADO EN VINIL NEGRO,1127.0,PESOS
23448,SILLA FIJA NEGRA,0.01,PESOS
23449,SILLON SECRETARIAL TAPIZADA EN TELA NEGRA,1500.0,PESOS
23450,SILLA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23451,SILLA FIJA DE METAL,350.0,PESOS
23452,COMPUTADORA MCA. DESK DELL VOSTRO 270S CI3,14490.72,PESOS
23453,CPU MCA. DELL MOD. VOSTRO 460,19362.72,PESOS
23454,COMPUTADORA MCA. DESK DELL VOSTRO 270S CI3,14490.72,PESOS
23455,ARCHIVERO METALICO 4 GAVETAS,1667.5,PESOS
23456,ESCRITORIO METALICO 2 CAJONES,6761.0,PESOS
23457,MESA DE TRABAJO DE METAL,589.0,PESOS
23458,ANAQUEL 6 ENTREPAÃOS,0.01,PESOS
23459,ANAQUEL 6 ENTREPAÃOS,0.01,PESOS
23460,PERCHERO METALICO,5122.21,PESOS
23461,VENTILADOR MCA. BIRTMAN,1369.72,PESOS
23462,SILLA TRIPLAY APILABLE,1500.0,PESOS
23463,SILLA FIJA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23464,SILLA DE MADERA,1500.0,PESOS
23465,ENFRIADOR Y CALENTADOR DE AGUA,6000.0,PESOS
23466,ARCHVERO MOVIL,10.0,PESOS
23467,COMPUTADORA MCA. DELL MOD. VOSTRO 460,19362.72,PESOS
23468,MINICOMPUTADORA,2152.0,PESOS
23469,SILLA SECRETARIAL GIRATORIA,850.0,PESOS
23470,MESA DE MADERA,4754.0,PESOS
23471,SILLA TRIPLAY APILABLE,1500.0,PESOS
23472,ESCRITORIO DE MADERA EN ESCUADRA,5500.0,PESOS
23473,SILLA FIJA APILABLE NEGRA,2699.0,PESOS
23474,SILLA FIJA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23475,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
23476,SILLA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23477,CPU MCA. DELL,7200.74,PESOS
23478,MONITOR MCA. DELL,2152.0,PESOS
23479,ANAQUEL MOVIL,2000.0,PESOS
23480,ESCRITORIO DE MADERA EN ESCUADRA,5500.0,PESOS
23481,IMPRESORA MCA. HP,5834.57,PESOS
23482,SILLA GIRATORIA TAPIZADA EN AZUL,850.0,PESOS
23483,MESA DE MADERA,4754.0,PESOS
23484,VENTILADOR,750.0,PESOS
23485,MODULO DESARMABLE PARA COMPUTADORA,2500.0,PESOS
23486,CREDENZA METALICA,5305.95,PESOS
23487,CPU MCA. DELL,5022.0,PESOS
23488,TRITURADORA DE PAPEL,2500.0,PESOS
23489,CPU MCA. DELL MOD. OPTIPLEX 755,10205.51,PESOS
23490,COMPUTADORA MCA. DELL MOD. VOSTRO 460,19362.72,PESOS
23491,ESCRITORIO METALICO 2 CAJONES,6761.0,PESOS
23492,COMPUTADORA MCA. LENOVO MOD. M82,11716.0,PESOS
23493,IMPRESORA,1800.0,PESOS
23494,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,617.0,PESOS
23495,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,1500.0,PESOS
23496,ESCRITORIO DE MADERA EN ESCUADRA,5500.0,PESOS
23497,PERCHERO METALICO,5122.21,PESOS
23498,ARCHIVERO METALICO 4 GAVETAS,1667.5,PESOS
23499,SILLON EJECUTIVO MCA. PRYAMO MOD. SEI-05,897.0,PESOS
23500,NO BREAK MCA. TRIPP LITE MOD. OMNISMART 500,1897.5,PESOS
23501,IMPRESORA LASSER,4000.0,PESOS
23502,COMPUTADORA MCA. DESK DELL VOSTRO 270S CI3,14490.72,PESOS
23503,ESCRITORIO DE MADERA EN ESCUADRA,5500.0,PESOS
23504,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23505,SILLA DE PLASTICO AZUL SINPALETA,926.84,PESOS
23506,SILLA DE PLASTICO AZUL SIN PALETA,1546.21,PESOS
23507,SILLA PARA MESA BINARIA EN PLASTICO AZUL,571.0,PESOS
23508,CLAVADORA DE USO INDUSTRIAL MCA. DEWALT,2969.6,PESOS
23509,COMPRESORA HORIZONTAL DE 1.5 HP DE 3 GALONES,2284.04,PESOS
23510,ENGRAPADORA NEUMATICA MCA. MAKITA MOD. T639,708.1,PESOS
23511,LIJADORA DE BANDA MCA. DEWALT MOD. DWP360,5069.2,PESOS
23512,"ROTOMARTILLO 1/2"" MCA. BOSH MOD. GSB 20-2 RE PROFESIONLA MOD. 119B4A2",3000.0,PESOS
23513,ROUTER O REBAJADORA MCA. DEWALT MOD. DW6183,4241.42,PESOS
23514,SIERRA CALADORA MCA. DEWALT,1879.2,PESOS
23515,TALADRO DE PERCUSION DE 13 MM MCA. DEWALT,3480.0,PESOS
23516,CPU MCA. DELL MOD. OPTIPLEX GX270,7200.74,PESOS
23517,MONITOR MCA. DELL MOD. OPTIPLEX GX520,2152.0,PESOS
23518,ESCRITORIO METALICO 2 GAVETAS,6761.0,PESOS
23519,MESA AUXILIAR PARA MAQUINA DE ESCRIBIR,4754.0,PESOS
23520,PERCHERO METALICO,1546.21,PESOS
23521,PERCHERO METALICO,1546.21,PESOS
23522,EQUIPO DE COMPUTO MCA. DELL,4599.61,PESOS
23523,IMPRESORA MOD. I200 DOCXABLE FLATBED,10098.0,PESOS
23524,COMPRESORA DE 1 CABEZA 1/2 CABALLO,9826.0,PESOS
23525,DESTORNILLADOR MCA. CRAFSTMAN,4000.0,PESOS
23526,LIJADORA ORBITAL MCA. DE WALT MOD. D26441,945.24,PESOS
23527,SIERRA DE BANCO MCA. CRAFTSMAN MOD. 24884,6337.3,PESOS
23528,TALADRO DE BANCO MCA. CRAFTSMAN,5063.57,PESOS
23529,ENGARGOLADORA MCA. GBC,1795.0,PESOS
23530,ENGRAPADORA NEUMATICA MCA. MAKITA MOD. T639,708.1,PESOS
23531,LIJADORA ORBITAL MCA. DE WALT MOD. D26441,945.24,PESOS
23532,LIJADORA ORBITAL MCA. DE WALT MOD. D26441,945.24,PESOS
23533,PISTOLA CLAVADORA DE USO INDUSTRIAL MCA. DEWALT,2969.6,PESOS
23534,ROUTER O REBAJADORA MCA. DEWALT MOD. DW6183,4241.42,PESOS
23535,SIERRA CALADORA MCA. DEWALT,1879.2,PESOS
23536,SIERRA DE INGLETE MCA. BOSCH MOD. GCM10,5220.0,PESOS
23537,TALADRO DE 1/2 PULGADA MCA. CRAFTMAN,4370.0,PESOS
23538,ENFRIADOR Y CALENTADOR DE AGUA,1050.0,PESOS
23539,ESCRITORIO METALICO 2 CAJONES,6761.0,PESOS
23540,MESA METALICA,2600.0,PESOS
23541,SILLA FIJA APILABLE TAPIZADA EN TELA NEGRA,1500.0,PESOS
23542,SILLA GIRATORIA TAPIZADA EN TELA NEGRA,1794.0,PESOS
23543,IMPRESORA MCA. HP,7935.0,PESOS
23544,ROTAFOLIO PORTATIL,4342.0,PESOS
23545,MODULO PARA COMPUTADORA,5433.0,PESOS
23546,EQUIPO DE COMPUTO MCA. DELL,15581.21,PESOS
23547,SILLON TAPIZADO EN VINIL COLOR AZTECA,1127.0,PESOS
23548,PORTA CPU,2856.26,PESOS
23549,LIBRERO COLGANTE,592.25,PESOS
23550,MESA PARA MAQUINA DE ESCRIBIR,4754.0,PESOS
23551,CAJONERA,2156.25,PESOS
23552,ESCRITORIO CON ARCHIVERO DE MADERA,3335.0,PESOS
23553,SILLA ANALISTA CON BRAZOS TAPIZADA EN TELA AZUL,631.0,PESOS
23554,ESCRITORIO DE MADERA,1923.0,PESOS
23555,EPSON PROYECTOR POWER LITE X27 XGA 2700L,8450.6,PESOS
23556,MB AIR 13.3/1.8 GHZ/8GB/128GB-SPA,20010.0,PESOS
23557,PORTA CPU,2856.26,PESOS
23558,PORTA CPU,2856.26,PESOS
23559,REGULADOR MCA. VICA,4855.27,PESOS
23560,ARCHIVERO AMBIDIESTRO,1667.5,PESOS
23561,MESA PARA COMPUTADORA,2162.0,PESOS
23562,SILLA SECRETARIAL TAPIZADA EN TELA AZUL,1794.0,PESOS
23563,ANAQUEL DE MADERA,176.0,PESOS
23564,ANAQUEL DE MADERA 4 GAVETAS,176.0,PESOS
23565,ANAQUEL METALICO TIPO ESQUELETO,176.0,PESOS
23566,ANAQUEL METALICO,176.0,PESOS
23567,COMPUTADORA HP ALL IN ONE 200 (5RK16LA),12162.6,PESOS
23568,COMPUTADORA CONVERTIBLE 2 EN 1 (14-CD0001LA),12074.44,PESOS
23569,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23570,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23571,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23572,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23573,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23574,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23575,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23576,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23577,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23578,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23579,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23580,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23581,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23582,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23583,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23584,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23585,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23586,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23587,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23588,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23589,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23590,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23591,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23592,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23593,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23594,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23595,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23596,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23597,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23598,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23599,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23600,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23601,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23602,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23603,MESA BINARIA DE 40X120X76 MCA. ERJA MOD. MBUPN,572.0,PESOS
23604,MESA BIPERSONAL,554.0,PESOS
23605,TELEFONO MCA. ALCATEL,3288.04,PESOS
23606,MESA PARA JURADO DE MADERA MCA. AFISA,7337.0,PESOS
23607,PANTALLA MCA. DA-LITE,4754.0,PESOS
23608,CAÃON DE PROYECCION MCA. EPSON MOD. POWER LITE 1715,16614.65,PESOS
23609,SILLA APILABLE TAPIZADA EN TELA AZUL,711.08,PESOS
23610,MESA PARA JURADO DE MADERA MCA. AFISA,7337.0,PESOS
23611,COMPRESORA HORIZONTAL MCA. CRAFTSMAN,4673.29,PESOS
23612,"ESMERIL DE BANCO D 8"" MCA. DEWALT MOD. DW758",3740.48,PESOS
23613,LIJADORA DE BANDA DE 4X24 AMPS12,7135.16,PESOS
23614,PISTOLA PARA PINTAR DE GRAVEDAD MCA. DEVILBIS MOD. G500,489.52,PESOS
23615,"ROTOMARTILLO 1/2"" MCA. BOSH MOD. GSB 20-2 RE PROFESINAL MOD. 119B4A2",3000.0,PESOS
23616,SIERRA DE INGLETE MCA. BOSCH MOD. GCM10,5220.0,PESOS
23617,"TALADRO DE PERCUSION DE 13 MM 1/2 PULGADAS DE 24 V, DEWALT MOD DW505",3595.2,PESOS
23618,SOFA DE DOS PLAZAS TAPIZADO EN TELA NEGRA,2875.0,PESOS
23619,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,571.0,PESOS
23620,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
23621,SILLA FIJA DE PLASTICO AZUL SIN PALETA,350.0,PESOS
23622,SILLA DE PALETA DE COLOR AZUL,926.84,PESOS
23623,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23624,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23625,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
23626,SILLA PARA MESA BINARIA EN PLASTICO AZUL,350.0,PESOS
23627,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23628,SILLA DE PLASTICO AZUL SIN PALETA,926.84,PESOS
23629,SILLA DE PLASTICO AZUL SIN PALETA,926.0,PESOS
23630,SILLA DE PALETA AZUL REY,904.8,PESOS
